"","Month","Year","Type","Country","Activity","Gender","Injury","Time"
"3016","February",1975,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","1330"
"3017","February",1975,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1330"
"3019","February",1975,"Provoked","SOUTH AFRICA","Fishing","M","Injured","0930"
"3020","January",1975,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","1240"
"3021","July",1975,"Unprovoked","BERMUDA","Fishing","M","Injured","1530"
"3024","November",1974,"Unprovoked","USA","Standing","M","Injured","1400"
"3025","September",1974,"Unprovoked","USA","Surfing","M","Injured","0900"
"3026","September",1974,"Unprovoked","USA","Diving","M","Injured","700"
"3027","September",1974,"Unprovoked","ISRAEL","Swimming","F","Injured","1540"
"3028","September",1974,"Unprovoked","USA","Diving","M","Injured","1730"
"3029","September",1974,"Unprovoked","USA","Diving","M","Injured","1730"
"3030","September",1974,"Sea Disaster","AUSTRALIA","Fishing","M","Injured","1600"
"3031","September",1974,"Unprovoked","USA","Surfing","M","No Injury","2030"
"3032","August",1974,"Unprovoked","HONG KONG","Swimming","M","Injured","1300"
"3033","August",1974,"Unprovoked","HONG KONG","Swimming","M","Fatal","1730"
"3034","August",1974,"Unprovoked","HONG KONG","Swimming","M","Injured","1700"
"3035","August",1974,"Unprovoked","HONG KONG","Swimming","M","Injured","1630"
"3037","August",1974,"Unprovoked","USA","Surfing","M","Injured","1930"
"3038","July",1974,"Unprovoked","USA","Diving","M","Injured","1640"
"3039","July",1974,"Unprovoked","USA","Swimming","M","Fatal","0900"
"3040","July",1974,"Sea Disaster","USA","Adrifting","M","Fatal","1800"
"3041","June",1974,"Unprovoked","USA","Swimming","F","Injured","1800"
"3042","May",1974,"Unprovoked","USA","Diving","M","Injured","1945"
"3043","April",1974,"Sea Disaster","BRAZIL","Fishing","M","Fatal","1100"
"3044","April",1974,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1230"
"3045","April",1974,"Unprovoked","SOUTH AFRICA","Standing","M","Injured","1630"
"3046","April",1974,"Unprovoked","USA","Swimming","F","Injured","1630"
"3047","April",1974,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","0708"
"3048","March",1974,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","0900"
"3049","March",1974,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1500"
"3050","February",1974,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","0830"
"3051","February",1974,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1000"
"3052","February",1974,"Boating","SOUTH AFRICA","Fishing","M","No Injury","0745"
"3053","February",1974,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1315"
"3054","January",1974,"Unprovoked","SOUTH AFRICA","Sitting","M","Injured","1315"
"3055","January",1974,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1530"
"3056","January",1974,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1500"
"3057","January",1974,"Unprovoked","MOZAMBIQUE","Swimming","M","Fatal","1500"
"3058","January",1974,"Unprovoked","MOZAMBIQUE","Swimming","M","Fatal","0730"
"3059","July",1974,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1220"
"3061","December",1973,"Unprovoked","MOZAMBIQUE","Fishing","M","Injured","1220"
"3062","December",1973,"Unprovoked","MOZAMBIQUE","Swimming","M","Fatal","1500"
"3063","December",1973,"Unprovoked","PHILIPPINES","Swimming","M","Fatal","1500"
"3064","December",1973,"Unprovoked","USA","Swimming","M","Injured","1500"
"3065","December",1973,"Unprovoked","MEXICO","Swimming","M","Fatal","1430"
"3067","November",1973,"Unprovoked","USA","Surfing","M","Injured","1400"
"3069","September",1973,"Sea Disaster","SOUTH AFRICA","Fishing","M","Fatal","1202"
"3070","September",1973,"Unprovoked","BAHAMAS","Diving","M","Injured","1255"
"3071","September",1973,"Unprovoked","HONG KONG","Swimming","M","Fatal","0745"
"3072","September",1973,"Unprovoked","MEXICO","Diving","M","Fatal","1145"
"3075","August",1973,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1630"
"3076","August",1973,"Unprovoked","USA","Fishing","M","Injured","1400"
"3077","June",1973,"Unprovoked","HONG KONG","Swimming","M","Injured","1614"
"3078","April",1973,"Unprovoked","MEXICO","Wading","M","Fatal","1330"
"3080","March",1973,"Unprovoked","MOZAMBIQUE","Fishing","M","Fatal","1711"
"3081","March",1973,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1400"
"3082","February",1973,"Unprovoked","MEXICO","Swimming","M","Fatal","1220"
"3083","January",1973,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1220"
"3084","January",1973,"Unprovoked","USA","Surfing","M","Injured","0815"
"3085","July",1973,"Unprovoked","PALAU","Diving","M","No Injury","0030"
"3086","July",1973,"Unprovoked","PALAU","Diving","M","Injured","1545"
"3087","July",1973,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1437"
"3088","December",1972,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1007"
"3089","December",1972,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1353"
"3090","December",1972,"Unprovoked","MEXICO","Surfing","M","Fatal","1353"
"3091","December",1972,"Unprovoked","SOUTH AFRICA","Swimming","M","No Injury","1353"
"3094","December",1972,"Unprovoked","REUNION","Fishing","M","Fatal","1100"
"3095","October",1972,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1400"
"3096","October",1972,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0800"
"3097","October",1972,"Unprovoked","USA","Diving","M","Fatal","1400"
"3098","October",1972,"Unprovoked","USA","Surfing","M","Injured","1400"
"3099","October",1972,"Unprovoked","NEW ZEALAND","Swimming","M","No Injury","1155"
"3100","September",1972,"Unprovoked","USA","Surfing","M","Injured","1000"
"3101","September",1972,"Unprovoked","MOZAMBIQUE","Swimming","F","Injured","1000"
"3102","August",1972,"Unprovoked","USA","Surfing","M","Injured","1323"
"3103","August",1972,"Unprovoked","USA","Fishing","M","Injured","1145"
"3104","August",1972,"Unprovoked","AUSTRALIA","Diving","M","Injured","1140"
"3105","July",1972,"Unprovoked","USA","Diving","M","Injured","1220"
"3108","June",1972,"Unprovoked","USA","Surfing","M","Injured","1430"
"3109","May",1972,"Unprovoked","USA","Diving","M","Injured","1330"
"3110","May",1972,"Unprovoked","FRENCH POLYNESIA","Fishing","M","Injured","1400"
"3111","April",1972,"Unprovoked","WESTERN SAMOA","Swimming","M","Fatal","0900"
"3113","April",1972,"Unprovoked","MOZAMBIQUE","Swimming","M","Fatal","1420"
"3114","March",1972,"Provoked","PACIFIC OCEAN ","Fishing","M","Injured","1320"
"3115","March",1972,"Unprovoked","USA","Fishing","M","Injured","0850"
"3116","February",1972,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1300"
"3118","January",1972,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1900"
"3119","January",1972,"Unprovoked","SOUTH AFRICA","Sitting","F","Injured","0800"
"3120","January",1972,"Unprovoked","MOZAMBIQUE","Standing","M","Injured","1210"
"3121","July",1972,"Unprovoked","FRANCE","Swimming","M","Injured","1210"
"3122","July",1972,"Unprovoked","MARSHALL ISLANDS","Diving","M","Injured","0945"
"3124","December",1971,"Unprovoked","SOUTH AFRICA","Swimming","F","Injured","1045"
"3126","November",1971,"Unprovoked","HONG KONG","Swimming","M","Injured","1340"
"3128","October",1971,"Unprovoked","USA","Surfing","M","Injured","1325"
"3129","October",1971,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1156"
"3130","October",1971,"Unprovoked","USA","Diving","M","Injured","1900"
"3131","September",1971,"Unprovoked","USA","Surfing","M","Injured","1200"
"3132","September",1971,"Unprovoked","CROATIA","Swimming","M","Fatal","1330"
"3133","September",1971,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","1435"
"3134","August",1971,"Provoked","AUSTRALIA","Diving","M","Injured","1620"
"3135","July",1971,"Unprovoked","USA","Wading","M","Injured","0730"
"3136","July",1971,"Unprovoked","USA","Diving","M","Injured","1535"
"3137","June",1971,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"3138","June",1971,"Unprovoked","BRITISH ISLES","Diving","M","No Injury","1100"
"3139","April",1971,"Unprovoked","KENYA","Swimming","M","Injured","1100"
"3140","April",1971,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","0750"
"3141","April",1971,"Unprovoked","MEXICO","Surfing","M","Fatal","1555"
"3144","April",1971,"Sea Disaster","MOZAMBIQUE","Shipwreck","M","Fatal","1745"
"3145","March",1971,"Unprovoked","NEW ZEALAND","Surfing","M","Injured","1545"
"3146","January",1971,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1700"
"3147","July",1971,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1445"
"3150","December",1970,"Unprovoked","MOZAMBIQUE","Fishing","M","Fatal","1530"
"3151","December",1970,"Unprovoked","MOZAMBIQUE","Fishing","M","Fatal","1230"
"3152","December",1970,"Unprovoked","MICRONESIA","Fishing","M","Injured","1100"
"3153","December",1970,"Sea Disaster","USA","Shipwreck","M","Injured","1900"
"3155","October",1970,"Unprovoked","USA","Surfing","M","Injured","1700"
"3156","October",1970,"Unprovoked","USA","Surfing","M","Injured","1845"
"3157","September",1970,"Unprovoked","MICRONESIA","Diving","M","Injured","2000"
"3158","September",1970,"Provoked","PALAU","Fishing","M","Injured","1715"
"3159","September",1970,"Unprovoked","USA","Swimming","M","Injured","1425"
"3161","September",1970,"Unprovoked","USA","Swimming","M","Injured","1335"
"3162","September",1970,"Unprovoked","USA","Diving","M","Injured","1300"
"3165","June",1970,"Provoked","USA","Fishing","M","Injured","1040"
"3166","June",1970,"Provoked","SOUTH AFRICA","Diving","M","Injured","1300"
"3167","June",1970,"Unprovoked","GRENADA","Wading","M","Fatal","1415"
"3168","June",1970,"Unprovoked","GRENADA","Wading","M","Fatal","1615"
"3169","June",1970,"Sea Disaster","PHILIPPINES","Surfing","M","Fatal","1715"
"3170","April",1970,"Unprovoked","GRENADA","Swimming","M","Fatal","0647"
"3173","March",1970,"Unprovoked","USA","Surfing","M","Fatal","1030"
"3174","March",1970,"Unprovoked","USA","Wading","M","Injured","1030"
"3176","January",1970,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1110"
"3177","January",1970,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1500"
"3178","January",1970,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1130"
"3179","January",1970,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1200"
"3180","January",1970,"Sea Disaster","EGYPT","Air/Sea Disaster","M","Fatal","1010"
"3181","January",1970,"Unprovoked","MEXICO","Swimming","M","Injured","1545"
"3182","January",1970,"Unprovoked","ENGLAND","Attempting to approach sharks","M","Injured","1100"
"3183","January",1970,"Unprovoked","PAPUA NEW GUINEA","Diving","M","Injured","1055"
"3184","July",1970,"Unprovoked","SRI LANKA","Diving","M","Injured","1300"
"3185","July",1970,"Unprovoked","SPAIN","Fishing","M","Injured","1700"
"3186","July",1970,"Boating","ITALY","Fishing","M","No Injury","1620"
"3188","July",1970,"Unprovoked","IRAQ","Washing","F","Injured","1500"
"3189","July",1970,"Unprovoked","IRAQ","Washing","F","Injured","1320"
"3190","July",1970,"Unprovoked","IRAQ","Swimming","M","Fatal","1500"
"3191","July",1970,"Unprovoked","IRAQ","Fishing","M","Injured","1345"
"3192","November",1969,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1840"
"3193","November",1969,"Unprovoked","USA","Diving","M","Injured","1840"
"3195","October",1969,"Unprovoked","USA","Diving","M","No Injury","1800"
"3196","September",1969,"Unprovoked","USA","Diving","M","Injured","1800"
"3197","August",1969,"Unprovoked","USA","Swimming","M","Injured","1800"
"3198","August",1969,"Provoked","USA","Fishing","M","Injured","1400"
"3199","August",1969,"Unprovoked","USA","Surfing","M","Injured","1800"
"3200","August",1969,"Unprovoked","USA","Surfing","M","Injured","1330"
"3204","July",1969,"Unprovoked","USA","Diving","M","Injured","1620"
"3206","June",1969,"Unprovoked","JAMAICA","Diving","M","Injured","1600"
"3207","June",1969,"Unprovoked","USA","Wading","M","No Injury","1400"
"3208","May",1969,"Provoked","USA","Fishing","M","Injured","1620"
"3209","May",1969,"Provoked","USA","Diving","M","Injured","1600"
"3212","April",1969,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1314"
"3213","August",1969,"Provoked","USA","Fishing","M","Injured","1306"
"3215","March",1969,"Unprovoked","USA","Surfing","M","Injured","1120"
"3216","February",1969,"Provoked","AUSTRALIA","Fishing","M","Injured","1230"
"3218","January",1969,"Unprovoked","AUSTRALIA","Diving","M","Injured","1205"
"3220","July",1969,"Provoked","BAHAMAS","Others","M","No Injury","1000"
"3221","December",1968,"Unprovoked","SOUTH AFRICA","Diving","M","No Injury","1430"
"3222","December",1968,"Provoked","AUSTRALIA","Attempting to approach sharks","M","Injured","1430"
"3223","December",1968,"Unprovoked","NEW ZEALAND","Surfing","M","Injured","1430"
"3225","December",1968,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1900"
"3227","November",1968,"Boating","SOUTH AFRICA","Fishing","M","Injured","1830"
"3230","October",1968,"Unprovoked","USA","Fishing","M","Injured","0900"
"3231","October",1968,"Sea Disaster","PHILIPPINES","Boating","M","Injured","0900"
"3233","September",1968,"Unprovoked","NEW ZEALAND","Fishing","M","Fatal","630"
"3234","August",1968,"Unprovoked","USA","Playing","M","Injured","1900"
"3235","August",1968,"Unprovoked","USA","Standing","M","Injured","1900"
"3236","August",1968,"Unprovoked","FRENCH POLYNESIA","Swimming","M","Injured","1900"
"3237","August",1968,"Unprovoked","MALAYSIA","Others","M","Injured","1549"
"3238","August",1968,"Unprovoked","COLUMBIA","Fishing","M","Injured","1100"
"3239","July",1968,"Unprovoked","USA","Diving","M","Injured","1055"
"3240","July",1968,"Unprovoked","USA","Wading","M","Injured","1645"
"3241","July",1968,"Unprovoked","USA","Fishing","M","Injured","1605"
"3242","July",1968,"Unprovoked","BAHAMAS","Boating","M","Fatal","1234"
"3244","June",1968,"Unprovoked","BAHAMAS","Fishing","M","Injured","1153"
"3245","June",1968,"Unprovoked","USA","Fishing","M","Injured","2000"
"3247","May",1968,"Unprovoked","TANZANIA","Others","M","Fatal","1246"
"3248","May",1968,"Unprovoked","PAPUA NEW GUINEA","Standing","M","Injured","0700"
"3249","April",1968,"Unprovoked","USA","Wading","M","Injured","1445"
"3251","April",1968,"Unprovoked","AUSTRALIA","Diving","M","Injured","1445"
"3252","April",1968,"Unprovoked","PAPUA NEW GUINEA","Swimming","M","Fatal","1440"
"3254","March",1968,"Unprovoked","SOUTH AFRICA","Wading","M","Injured","1200"
"3255","March",1968,"Unprovoked","USA","Surfing","M","Injured","1200"
"3256","March",1968,"Unprovoked","USA","Swimming","M","No Injury","1200"
"3257","February",1968,"Unprovoked","USA","Surfing","M","Injured","1630"
"3258","February",1968,"Unprovoked","AUSTRALIA","Swimming","F","Injured","1630"
"3259","February",1968,"Provoked","NEW ZEALAND","Attempting to approach sharks","F","Injured","1800"
"3260","February",1968,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1120"
"3262","February",1968,"Unprovoked","MOZAMBIQUE","Diving","M","No Injury","1530"
"3263","January",1968,"Unprovoked","PAPUA NEW GUINEA","Swimming","M","Fatal","1100"
"3264","July",1968,"Unprovoked","COSTA RICA","Canoeing","M","Fatal","1430"
"3265","July",1968,"Unprovoked","USA","Diving","M","Injured","1248"
"3267","December",1967,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1630"
"3268","December",1967,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","No Injury","0900"
"3270","December",1967,"Unprovoked","AUSTRALIA","Swimming","M","Fatal","1800"
"3272","November",1967,"Provoked","AUSTRALIA","Diving","M","Injured","1200"
"3274","November",1967,"Provoked","FIJI","Diving","M","Injured","1320"
"3275","November",1967,"Sea Disaster","PHILIPPINES","Shipwreck","M","Fatal","1742"
"3277","October",1967,"Unprovoked","MEXICO","Swimming","M","Fatal","1145"
"3278","October",1967,"Unprovoked","USA","Standing","M","Injured","1235"
"3279","October",1967,"Unprovoked","TONGA","Swimming","M","Injured","1600"
"3280","September",1967,"Unprovoked","USA","Boating","M","Fatal","1150"
"3281","September",1967,"Provoked","ITALY","Diving","M","Injured","1150"
"3283","September",1967,"Unprovoked","USA","Fishing","M","Injured","1150"
"3284","September",1967,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Fatal","1630"
"3285","September",1967,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Fatal","1645"
"3286","August",1967,"Provoked","USA","Attempting to approach sharks","M","Injured","1100"
"3288","August",1967,"Unprovoked","ITALY","Fishing","M","Injured","1545"
"3289","August",1967,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1545"
"3290","August",1967,"Unprovoked","BERMUDA","Swimming","F","Injured","1545"
"3292","August",1967,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1545"
"3293","August",1967,"Unprovoked","USA","Fishing","M","Injured","1800"
"3294","August",1967,"Unprovoked","BAHAMAS","Attempting to approach sharks","M","No Injury","1630"
"3295","August",1967,"Unprovoked","SENEGAL","Fishing","M","Injured","1630"
"3296","July",1967,"Unprovoked","USA","Diving","M","Injured","1800"
"3297","July",1967,"Unprovoked","TURKEY","Fishing","M","Fatal","1200"
"3298","July",1967,"Unprovoked","USA","Surfing","M","Injured","1700"
"3299","June",1967,"Provoked","USA","Fishing","M","Injured","1445"
"3300","June",1967,"Provoked","ITALY","Fishing","M","No Injury","0750"
"3302","May",1967,"Provoked","AUSTRALIA","Attempting to approach sharks","M","Injured","1430"
"3303","April",1967,"Provoked","UNITED KINGDOM","Fishing","M","Injured","1600"
"3304","March",1967,"Provoked","NEW ZEALAND","Diving","M","Injured","0645"
"3305","March",1967,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","0645"
"3306","March",1967,"Provoked","AUSTRALIA","Fishing","M","Injured","1455"
"3307","March",1967,"Unprovoked","AUSTRALIA","Others","M","Fatal","1157"
"3308","March",1967,"Unprovoked","NEW ZEALAND","Others","M","Fatal","1430"
"3310","February",1967,"Sea Disaster","MEXICO","Fishing","M","Fatal","1115"
"3311","January",1967,"Boating","SOUTH AFRICA","Fishing","M","Injured","1115"
"3312","January",1967,"Provoked","SOUTH AFRICA","Fishing","M","No Injury","1400"
"3313","January",1967,"Unprovoked","MOZAMBIQUE","Swimming","M","Injured","1600"
"3314","January",1967,"Provoked","AUSTRALIA","Playing","M","Injured","1230"
"3315","December",1966,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1230"
"3316","December",1966,"Provoked","AUSTRALIA","Fishing","M","Injured","1230"
"3317","December",1966,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1530"
"3318","December",1966,"Unprovoked","SINGAPORE","Wading","M","Injured","1720"
"3319","December",1966,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1730"
"3321","November",1966,"Unprovoked","PAPUA NEW GUINEA","Bathing","F","Fatal","1730"
"3322","October",1966,"Unprovoked","PAPUA NEW GUINEA","Swimming","F","Fatal","1500"
"3323","October",1966,"Unprovoked","PAPUA NEW GUINEA","Bathing","F","Fatal","1200"
"3324","September",1966,"Unprovoked","AUSTRALIA","Diving","M","Injured","1830"
"3325","September",1966,"Provoked","USA","Fishing","M","Injured","1845"
"3326","September",1966,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1400"
"3328","September",1966,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1400"
"3329","September",1966,"Provoked","USA","Fishing","M","Injured","1900"
"3330","September",1966,"Unprovoked","BAHAMAS","Diving","M","No Injury","1900"
"3332","August",1966,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1900"
"3333","August",1966,"Unprovoked","BAHAMAS","Diving","F","Injured","1430"
"3334","August",1966,"Unprovoked","NEW BRITAIN","Swimming","F","Fatal","1840"
"3335","August",1966,"Unprovoked","NEW BRITAIN","Diving","F","Fatal","1840"
"3336","August",1966,"Unprovoked","CROATIA","Swimming","M","Fatal","1740"
"3337","August",1966,"Unprovoked","TAIWAN","Diving","M","No Injury","1125"
"3338","August",1966,"Unprovoked","ITALY","Attempting to approach sharks","M","Injured","1825"
"3339","August",1966,"Unprovoked","USA","Fishing","M","No Injury","1028"
"3340","August",1966,"Unprovoked","USA","Wading","M","No Injury","1400"
"3341","July",1966,"Unprovoked","USA","Diving","M","Injured","0915"
"3342","July",1966,"Provoked","USA","Attempting to approach sharks","M","Injured","0915"
"3343","July",1966,"Unprovoked","USA","Fishing","M","Injured","1315"
"3344","July",1966,"Unprovoked","TAIWAN","Swimming","M","Fatal","1600"
"3345","July",1966,"Unprovoked","PAPUA NEW GUINEA","Swimming","F","Fatal","2030"
"3346","July",1966,"Unprovoked","USA","Diving","M","No Injury","2030"
"3348","June",1966,"Provoked","USA","Fishing","M","Injured","1045"
"3349","June",1966,"Provoked","USA","Fishing","M","Injured","1045"
"3350","June",1966,"Unprovoked","USA","Swimming","M","Injured","1530"
"3351","June",1966,"Provoked","FRENCH POLYNESIA","Fishing","M","Injured","1530"
"3352","May",1966,"Sea Disaster","AUSTRALIA","Shipwreck","M","Fatal","0830"
"3353","May",1966,"Unprovoked","AUSTRALIA","Fishing","M","Injured","0830"
"3354","May",1966,"Sea Disaster","AUSTRALIA","Shipwreck","M","Fatal","1400"
"3355","May",1966,"Unprovoked","USA","Diving","M","No Injury","0845"
"3356","May",1966,"Sea Disaster","PHILIPPINES","Others","M","Fatal","1700"
"3357","April",1966,"Unprovoked","USA","Swimming","M","Injured","1400"
"3358","April",1966,"Sea Disaster","AUSTRALIA","Surfing","M","Injured","1400"
"3359","March",1966,"Provoked","AUSTRALIA","Fishing","M","No Injury","1535"
"3360","March",1966,"Sea Disaster","SUDAN","Boating","M","Fatal","1535"
"3361","February",1966,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1535"
"3362","January",1966,"Provoked","SOUTH AFRICA","Attempting to approach sharks","M","Injured","2015"
"3363","January",1966,"Sea Disaster","INDONESIA","Shipwreck","M","Fatal","2015"
"3364","January",1966,"Unprovoked","USA","Diving","M","Injured","1416"
"3365","January",1966,"Unprovoked","AUSTRALIA","Fishing","M","Injured","2000"
"3366","January",1966,"Sea Disaster","COLUMBIA","Others","M","Fatal","2000"
"3367","January",1966,"Unprovoked","SOUTH AFRICA","Standing","M","Injured","2000"
"3368","January",1966,"Unprovoked","AUSTRALIA","Jumping","M","Injured","1800"
"3369","January",1966,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1110"
"3370","January",1966,"Unprovoked","NEW ZEALAND","Surfing","F","Fatal","1430"
"3371","January",1966,"Unprovoked","USA","Swimming","M","Injured","1500"
"3372","July",1966,"Unprovoked","USA","Wading","F","Injured","0930"
"3373","December",1965,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1530"
"3374","December",1965,"Unprovoked","JOHNSTON ISLAND","Diving","M","No Injury","1530"
"3375","December",1965,"Boating","AUSTRALIA","Fishing","M","No Injury","1100"
"3376","November",1965,"Provoked","AUSTRALIA","Fishing","M","Fatal","0935"
"3377","November",1965,"Unprovoked","PACIFIC OCEAN ","Surfing","M","Injured","1100"
"3378","November",1965,"Unprovoked","PANAMA","Others","M","Fatal","1100"
"3379","November",1965,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1100"
"3381","October",1965,"Unprovoked","BAHAMAS","Bathing","M","Injured","0720"
"3382","October",1965,"Unprovoked","BAHAMAS","Playing","F","Fatal","1715"
"3383","October",1965,"Unprovoked","NEW BRITAIN","Fishing","M","Fatal","1800"
"3384","October",1965,"Unprovoked","PAPUA NEW GUINEA","Wading","M","Injured","0830"
"3385","September",1965,"Provoked","PAPUA NEW GUINEA","Fishing","M","Injured","1715"
"3386","September",1965,"Provoked","PAPUA NEW GUINEA","Fishing","M","Injured","1700"
"3388","August",1965,"Unprovoked","PHILIPPINES","Others","M","Fatal","1520"
"3389","August",1965,"Unprovoked","USA","Swimming","M","Injured","1300"
"3390","July",1965,"Provoked","BAHAMAS","Attempting to approach sharks","M","Injured","1120"
"3391","July",1965,"Unprovoked","MEXICO","Bathing","M","Fatal","1230"
"3393","June",1965,"Unprovoked","USA","Wading","M","Injured","1416"
"3394","June",1965,"Unprovoked","USA","Diving","M","No Injury","1148"
"3395","June",1965,"Unprovoked","MEXICO","Swimming","M","Injured","1715"
"3396","June",1965,"Unprovoked","PAPUA NEW GUINEA","Fishing","M","Injured","1545"
"3397","June",1965,"Unprovoked","SOUTH PACIFIC OCEAN","Swimming","M","Fatal","1545"
"3398","May",1965,"Unprovoked","MEXICO","Swimming","M","Fatal","1545"
"3399","May",1965,"Unprovoked","MEXICO","Swimming","M","Fatal","0915"
"3400","May",1965,"Unprovoked","EGYPT","Standing","M","Injured","2000"
"3401","May",1965,"Unprovoked","JAMAICA","Diving","M","Injured","2300"
"3402","May",1965,"Unprovoked","MEXICO","Swimming","M","Injured","1800"
"3405","April",1965,"Unprovoked","USA","Fishing","M","Injured","1025"
"3406","April",1965,"Unprovoked","PALAU","Wading","M","Injured","1100"
"3407","April",1965,"Unprovoked","USA","Surfing","M","Injured","1100"
"3408","March",1965,"Unprovoked","USA","Shipwreck","M","Injured","1100"
"3409","March",1965,"Unprovoked","USA","Diving","M","Injured","0830"
"3410","February",1965,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1700"
"3411","February",1965,"Unprovoked","USA","Diving","M","Injured","1300"
"3412","January",1965,"Unprovoked","USA","Boating","M","Fatal","0830"
"3413","January",1965,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","0719"
"3414","January",1965,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1337"
"3415","January",1965,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1215"
"3416","January",1965,"Unprovoked","NEW GUINEA","Diving","M","Fatal","1805"
"3417","July",1965,"Unprovoked","USA","Others","M","Injured","1325"
"3418","July",1965,"Provoked","USA","Surfing","M","Injured","1400"
"3419","July",1965,"Provoked","USA","Others","M","No Injury","1600"
"3420","May",1965,"Unprovoked","RED SEA","Standing","M","Injured","1115"
"3421","May",1965,"Unprovoked","EGYPT","Fishing","M","Injured","1400"
"3424","December",1964,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1930"
"3426","December",1964,"Boating","AUSTRALIA","Fishing","M","No Injury","1330"
"3427","December",1964,"Unprovoked","PAPUA NEW GUINEA","Canoeing","M","Injured","1330"
"3428","December",1964,"Unprovoked","KENYA","Fishing","M","Fatal","1400"
"3429","November",1964,"Unprovoked","AUSTRALIA","Diving","M","Injured","1400"
"3430","November",1964,"Unprovoked","AUSTRALIA","Swimming","M","Fatal","1340"
"3431","November",1964,"Provoked","AUSTRALIA","Filming","M","Injured","1106"
"3432","November",1964,"Boating","USA","Fishing","M","No Injury","1545"
"3433","October",1964,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1545"
"3434","October",1964,"Unprovoked","USA","Boating","M","No Injury","1545"
"3435","October",1964,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1130"
"3437","September",1964,"Unprovoked","TAIWAN","Swimming","M","Fatal","1130"
"3438","September",1964,"Unprovoked","TAIWAN","Swimming","M","Injured","1130"
"3439","August",1964,"Unprovoked","USA","Swimming","M","Injured","1130"
"3440","August",1964,"Unprovoked","MEXICO","Swimming","M","Injured","1100"
"3441","August",1964,"Unprovoked","USA","Diving","M","No Injury","1730"
"3442","August",1964,"Unprovoked","USA","Swimming","M","No Injury","1730"
"3443","August",1964,"Unprovoked","USA","Fishing","M","No Injury","1540"
"3444","August",1964,"Unprovoked","JAPAN","Swimming","M","Injured","1540"
