"","Month","Year","Type","Country","Activity","Gender","Injury","Time"
"2596","April",1986,"Unprovoked","USA","Fishing","M","Fatal","1320"
"2597","April",1986,"Unprovoked","SPAIN","Diving","M","Injured","1945"
"2598","March",1986,"Unprovoked","SPAIN","Surfing","M","Injured","1945"
"2599","March",1986,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1330"
"2600","March",1986,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1500"
"2601","February",1986,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1100"
"2602","February",1986,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1430"
"2603","February",1986,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1130"
"2604","February",1986,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","0720"
"2605","February",1986,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1928"
"2606","January",1986,"Unprovoked","USA","Surfing","M","Injured","1238"
"2607","July",1986,"Unprovoked","USA","Surfing","M","No Injury","1400"
"2608","December",1985,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1550"
"2610","November",1985,"Provoked","AUSTRALIA","Fishing","M","Injured","1600"
"2611","November",1985,"Boating","USA","Boating","M","Injured","1605"
"2612","November",1985,"Provoked","USA","Fishing","M","Injured","1300"
"2613","October",1985,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"2614","October",1985,"Unprovoked","USA","Diving","M","Injured","1105"
"2615","October",1985,"Unprovoked","USA","Surfing","M","Injured","1230"
"2616","October",1985,"Unprovoked","USA","Diving","M","Injured","1230"
"2617","October",1985,"Provoked","USA","Fishing","M","Injured","0900"
"2618","September",1985,"Unprovoked","USA","Diving","M","No Injury","0900"
"2619","September",1985,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1400"
"2620","September",1985,"Unprovoked","USA","Diving","M","Injured","1400"
"2621","September",1985,"Unprovoked","USA","Swimming","M","Injured","1400"
"2622","August",1985,"Unprovoked","USA","Wading","M","Injured","1400"
"2623","August",1985,"Unprovoked","USA","Wading","M","Injured","1400"
"2624","August",1985,"Unprovoked","USA","Diving","M","Fatal","1400"
"2625","July",1985,"Unprovoked","USA","Wading","F","Injured","0950"
"2626","July",1985,"Unprovoked","USA","Surfing","M","Injured","1500"
"2627","July",1985,"Boating","USA","Fishing","M","No Injury","1000"
"2628","July",1985,"Unprovoked","USA","Playing","F","Injured","1500"
"2629","July",1985,"Unprovoked","ITALY","Diving","M","Injured","1100"
"2630","May",1985,"Unprovoked","USA","Surfing","M","Injured","1220"
"2631","May",1985,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1300"
"2632","March",1985,"Unprovoked","USA","Surfing","M","Injured","1100"
"2633","March",1985,"Unprovoked","AUSTRALIA","Diving","F","Fatal","1100"
"2634","February",1985,"Unprovoked","USA","Diving","M","Injured","1900"
"2635","February",1985,"Unprovoked","USA","Surfing","M","Injured","1700"
"2636","January",1985,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1700"
"2638","January",1985,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","2000"
"2639","January",1985,"Boating","NEW ZEALAND","Attempting to approach sharks","M","No Injury","1400"
"2640","January",1985,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1400"
"2641","January",1985,"Unprovoked","NEW CALEDONIA","Fishing","M","Injured","2000"
"2642","January",1985,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1730"
"2644","July",1985,"Unprovoked","IRAN","Fishing","M","Fatal","2030"
"2645","December",1984,"Boating","ITALY","Boating","M","No Injury","1700"
"2646","November",1984,"Unprovoked","AUSTRALIA","Boating","M","Fatal","1400"
"2647","November",1984,"Unprovoked","USA","Surfing","M","Injured","1400"
"2648","November",1984,"Provoked","USA","Fishing","M","Injured","1330"
"2649","October",1984,"Unprovoked","USA","Swimming","M","Fatal","1400"
"2650","October",1984,"Unprovoked","USA","Surfing","F","Injured","1430"
"2651","October",1984,"Unprovoked","USA","Wading","F","Injured","1200"
"2652","October",1984,"Unprovoked","USA","Surfing","M","Injured","1200"
"2653","September",1984,"Unprovoked","USA","Surfing","M","Injured","1500"
"2654","September",1984,"Unprovoked","USA","Diving","M","Injured","1315"
"2655","September",1984,"Unprovoked","USA","Surfing","M","Injured","1200"
"2656","September",1984,"Unprovoked","USA","Swimming","M","Injured","1530"
"2657","September",1984,"Unprovoked","USA","Surfing","M","Injured","0630"
"2659","September",1984,"Unprovoked","USA","Wading","M","Injured","1530"
"2660","September",1984,"Unprovoked","USA","Diving","M","Fatal","1530"
"2661","September",1984,"Provoked","MEXICO","Fishing","M","No Injury","1530"
"2662","August",1984,"Unprovoked","USA","Boating","F","Fatal","1535"
"2663","August",1984,"Unprovoked","INDONESIA","Air/Sea Disaster","M","Fatal","1535"
"2664","July",1984,"Unprovoked","USA","Swimming","F","Injured","1351"
"2665","July",1984,"Unprovoked","USA","Swimming","F","Injured","1330"
"2667","July",1984,"Unprovoked","USA","Fishing","M","Injured","1520"
"2668","July",1984,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1400"
"2669","June",1984,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","0850"
"2670","June",1984,"Unprovoked","USA","Surfing","F","Injured","1600"
"2671","June",1984,"Unprovoked","VANUATU","Swimming","M","Fatal","1630"
"2672","May",1984,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1200"
"2674","March",1984,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1200"
"2675","March",1984,"Boating","SOUTH AFRICA","Kayaking","M","No Injury","1200"
"2677","February",1984,"Provoked","SOUTH AFRICA","Fishing","M","Injured","0900"
"2678","February",1984,"Provoked","SOUTH AFRICA","Diving","M","Injured","0900"
"2680","February",1984,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1500"
"2681","January",1984,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1500"
"2683","July",1984,"Provoked","USA","Others","M","Injured","1915"
"2684","July",1984,"Unprovoked","USA","Surfing","M","Injured","1240"
"2685","December",1983,"Unprovoked","GREECE","Fishing","M","Fatal","1100"
"2686","December",1983,"Unprovoked","USA","Surfing","M","Injured","1630"
"2687","December",1983,"Unprovoked","AUSTRALIA","Diving","M","Injured","1630"
"2688","December",1983,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1035"
"2689","December",1983,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1330"
"2691","November",1983,"Sea Disaster","PHILIPPINES","Boating","M","Injured","1230"
"2692","November",1983,"Unprovoked","USA","Surfing","M","Injured","1230"
"2693","November",1983,"Unprovoked","SOUTH AFRICA","Swimming","F","Fatal","1230"
"2694","October",1983,"Unprovoked","USA","Surfing","M","Injured","1230"
"2695","October",1983,"Unprovoked","USA","Wading","M","Injured","1700"
"2696","September",1983,"Unprovoked","USA","Standing","M","Injured","1515"
"2697","August",1983,"Unprovoked","USA","Surfing","M","No Injury","1300"
"2698","August",1983,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1300"
"2699","August",1983,"Unprovoked","USA","Swimming","F","Injured","1300"
"2700","August",1983,"Provoked","USA","Diving","M","Injured","1230"
"2701","August",1983,"Unprovoked","USA","Diving","F","Injured","0845"
"2702","August",1983,"Boating","USA","Fishing","M","No Injury","0845"
"2703","July",1983,"Sea Disaster","AUSTRALIA","Swimming","F","Fatal","1030"
"2704","July",1983,"Sea Disaster","AUSTRALIA","Swimming","M","Fatal","1400"
"2705","July",1983,"Sea Disaster","AUSTRALIA","Others","M","Injured","1600"
"2706","July",1983,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1500"
"2707","July",1983,"Unprovoked","USA","Surfing","F","Injured","1544"
"2708","July",1983,"Unprovoked","BAHAMAS","Fishing","M","Injured","1015"
"2709","July",1983,"Unprovoked","USA","Swimming","M","No Injury","1300"
"2710","June",1983,"Unprovoked","USA","Swimming","M","Injured","1530"
"2711","June",1983,"Unprovoked","BAHAMAS","Fishing","M","Fatal","1100"
"2712","June",1983,"Unprovoked","USA","Fishing","M","Injured","1645"
"2714","June",1983,"Unprovoked","ITALY","Diving","M","No Injury","0930"
"2715","June",1983,"Unprovoked","BAHAMAS","Fishing","M","Injured","1630"
"2716","May",1983,"Unprovoked","USA","Surfing","M","Injured","1400"
"2717","May",1983,"Unprovoked","USA","Surfing","M","No Injury","1900"
"2718","May",1983,"Unprovoked","USA","Surfing","M","Injured","1730"
"2720","April",1983,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","0600"
"2721","April",1983,"Unprovoked","USA","Surfing","M","Injured","1100"
"2723","March",1983,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1730"
"2724","March",1983,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","2100"
"2725","March",1983,"Unprovoked","USA","Surfing","M","No Injury","1830"
"2727","February",1983,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1630"
"2728","January",1983,"Provoked","USA","Fishing","M","Injured","1900"
"2730","January",1983,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","0845"
"2731","January",1983,"Unprovoked","SOUTH AFRICA","Fishing","M","No Injury","1000"
"2733","July",1983,"Unprovoked","VANUATU","Others","M","Fatal","1400"
"2734","July",1983,"Provoked","USA","Fishing","M","Injured","1500"
"2735","November",1982,"Unprovoked","USA","Others","M","Injured","1500"
"2736","October",1982,"Unprovoked","USA","Surfing","M","Injured","0830"
"2737","September",1982,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1600"
"2738","September",1982,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1545"
"2739","September",1982,"Unprovoked","USA","Surfing","M","Injured","1730"
"2740","September",1982,"Unprovoked","USA","Diving","M","Injured","1730"
"2741","September",1982,"Unprovoked","USA","Diving","M","Injured","2030"
"2744","August",1982,"Unprovoked","USA","Surfing","M","No Injury","0935"
"2745","August",1982,"Unprovoked","SOUTH AFRICA","Swimming","F","Injured","1027"
"2746","August",1982,"Unprovoked","TUNISIA","Surfing","M","Injured","1016"
"2747","July",1982,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1000"
"2748","July",1982,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1400"
"2749","July",1982,"Unprovoked","USA","Surfing","M","No Injury","1600"
"2750","July",1982,"Unprovoked","USA","Swimming","M","Injured","1315"
"2751","July",1982,"Unprovoked","USA","Swimming","M","Injured","0745"
"2752","July",1982,"Unprovoked","USA","Swimming","F","Injured","0745"
"2754","June",1982,"Unprovoked","SOUTH AFRICA","Surfing","M","Fatal","1600"
"2755","June",1982,"Unprovoked","USA","Swimming","M","Injured","1730"
"2756","June",1982,"Unprovoked","BAHAMAS","Fishing","M","Injured","2000"
"2758","June",1982,"Unprovoked","USA","Boating","M","Injured","1500"
"2760","March",1982,"Unprovoked","USA","Surfing","M","Injured","1500"
"2761","March",1982,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","1200"
"2762","March",1982,"Unprovoked","NEW CALEDONIA","Fishing","M","Injured","1145"
"2763","February",1982,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","1100"
"2764","February",1982,"Unprovoked","USA","Surfing","M","Injured","1200"
"2765","February",1982,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1630"
"2766","February",1982,"Unprovoked","USA","Wading","F","Injured","1030"
"2767","February",1982,"Unprovoked","USA","Swimming","F","Injured","1200"
"2768","February",1982,"Unprovoked","USA","Swimming","F","Fatal","1200"
"2769","February",1982,"Unprovoked","USA","Diving","M","Injured","1000"
"2770","February",1982,"Unprovoked","USA","Diving","M","Fatal","1100"
"2771","January",1982,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1920"
"2773","July",1982,"Boating","ITALY","Fishing","M","No Injury","1200"
"2775","December",1981,"Unprovoked","USA","Surfing","M","Fatal","1100"
"2777","December",1981,"Unprovoked","USA","Fishing","M","Injured","1500"
"2778","November",1981,"Unprovoked","REUNION","Fishing","M","Injured","1800"
"2779","October",1981,"Provoked","SOUTH AFRICA","Attempting to approach sharks","M","Injured","1445"
"2780","November",1981,"Unprovoked","USA","Diving","M","Injured","1900"
"2781","October",1981,"Unprovoked","USA","Swimming","M","Injured","1205"
"2783","October",1981,"Unprovoked","USA","Surfing","M","Injured","1400"
"2784","October",1981,"Unprovoked","USA","Surfing","M","Injured","1530"
"2785","September",1981,"Unprovoked","USA","Surfing","M","Injured","0900"
"2786","September",1981,"Unprovoked","USA","Surfing","M","Injured","0845"
"2787","September",1981,"Unprovoked","USA","Swimming","M","Fatal","1300"
"2788","September",1981,"Unprovoked","USA","Surfing","M","Injured","1300"
"2789","September",1981,"Unprovoked","USA","Surfing","M","Injured","1430"
"2790","August",1981,"Unprovoked","USA","Surfing","M","Injured","1355"
"2791","August",1981,"Provoked","USA","Fishing","M","Injured","1400"
"2792","August",1981,"Unprovoked","USA","Fishing","M","Fatal","1400"
"2793","August",1981,"Unprovoked","USA","Diving","M","Injured","1930"
"2794","August",1981,"Unprovoked","USA","Swimming","F","Fatal","1400"
"2795","August",1981,"Unprovoked","BAHAMAS","Diving","M","Injured","1400"
"2796","July",1981,"Unprovoked","USA","Swimming","F","Injured","1115"
"2797","July",1981,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","0900"
"2798","July",1981,"Unprovoked","USA","Fishing","M","Injured","1110"
"2799","July",1981,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1830"
"2800","June",1981,"Boating","ENGLAND","Fishing","M","Injured","1830"
"2802","May",1981,"Unprovoked","USA","Diving","M","Fatal","1550"
"2803","May",1981,"Unprovoked","SOUTH KOREA","Diving","F","Fatal","1000"
"2804","May",1981,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1145"
"2805","May",1981,"Unprovoked","USA","Diving","M","Injured","1030"
"2806","May",1981,"Unprovoked","USA","Diving","M","Injured","0950"
"2807","May",1981,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","0700"
"2808","May",1981,"Provoked","NAMIBIA","Attempting to approach sharks","M","Injured","0845"
"2809","March",1981,"Sea Disaster","BERMUDA","Others","M","Injured","1500"
"2810","May",1981,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1200"
"2811","March",1981,"Unprovoked","USA","Wading","M","Injured","1200"
"2812","March",1981,"Unprovoked","USA","Surfing","M","Injured","1200"
"2813","March",1981,"Unprovoked","CHILE","Diving","M","Injured","1850"
"2815","February",1981,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1130"
"2816","February",1981,"Unprovoked","AUSTRALIA","Others","M","Injured","1130"
"2818","February",1981,"Unprovoked","USA","Surfing","M","Injured","1553"
"2819","February",1981,"Unprovoked","BRAZIL","Fishing","M","Injured","1400"
"2820","January",1981,"Unprovoked","USA","Fishing","M","Injured","0800"
"2821","January",1981,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1700"
"2822","July",1981,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1000"
"2823","July",1981,"Unprovoked","GREECE","Diving","M","Injured","1000"
"2824","July",1980,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1000"
"2826","November",1980,"Unprovoked","REUNION","Fishing","M","Injured","1000"
"2827","November",1980,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1115"
"2828","November",1980,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","0900"
"2829","November",1980,"Unprovoked","BRAZIL","Swimming","M","Fatal","1530"
"2830","October",1980,"Unprovoked","USA","Surfing","M","Injured","2030"
"2831","October",1980,"Unprovoked","USA","Surfing","M","No Injury","0810"
"2832","August",1980,"Unprovoked","MEXICO","Diving","M","Fatal","1130"
"2833","August",1980,"Unprovoked","USA","Wading","F","Injured","0815"
"2834","August",1980,"Unprovoked","USA","Surfing","M","Injured","1820"
"2835","July",1980,"Unprovoked","SPAIN","Diving","M","Injured","1820"
"2836","July",1980,"Unprovoked","USA","Surfing","M","Injured","1115"
"2837","July",1980,"Unprovoked","USA","Standing","F","No Injury","1100"
"2838","July",1980,"Unprovoked","USA","Surfing","M","No Injury","1600"
"2839","July",1980,"Unprovoked","USA","Surfing","M","Injured","1145"
"2840","June",1980,"Provoked","USA","Diving","F","Injured","1342"
"2841","May",1980,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1830"
"2842","April",1980,"Provoked","JAMAICA","Fishing","M","Injured","1100"
"2843","April",1980,"Sea Disaster","PHILIPPINES","Boating","M","Fatal","0945"
"2844","April",1980,"Unprovoked","MEXICO","Surfing","F","Injured","1630"
"2845","March",1980,"Unprovoked","SOUTH AFRICA","Diving","M","Fatal","1045"
"2846","March",1980,"Unprovoked","BRAZIL","Swimming","M","Injured","1400"
"2847","March",1980,"Sea Disaster","PHILIPPINES","Boating","F","Fatal","1100"
"2848","March",1980,"Provoked","SOUTH AFRICA","Fishing","M","Injured","1945"
"2849","January",1980,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1945"
"2850","January",1980,"Unprovoked","KENYA","Fishing","M","Injured","2015"
"2851","January",1980,"Provoked","SOUTH AFRICA","Fishing","M","No Injury","1239"
"2852","January",1980,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","1000"
"2853","January",1980,"Unprovoked","SOUTH AFRICA","Swimming","M","Injured","2000"
"2854","January",1980,"Unprovoked","CHILE","Diving","M","Fatal","1735"
